rep_class	rep_count	adj_r2	F	numdf	dendf	beta_Estimate	beta_std_error	t_value	p_value	arm_lower	arm_mean	arm_upper	center_lower	center_mean	center_upper	arm_cen_effect_size_lower	arm_cen_effect_size	arm_cen_effect_size_upper	percent_genome_repeat	repeat_total_bp	p_adjust	p_sig	species
NeSL	418	-3.77157655040428e-06	0.955552137993544	1	11784	-7.09183389591491	7.25489883386928	-0.977523471837663	0.328330130224577	2.12528942340681	3.12945368171021	4.13361794001361	3.08679161394032	7.06890699253225	11.0510223711242	-0.0707621881120032	-0.0346484812976156	0.00146522551677192	0.0501647477262877	60095	0.656660260449154	FALSE	nigoni
MuDR	4716	-2.08516117856661e-05	0.754268878996676	1	11784	8.79763259587418	10.1298432838653	0.86848654508673	0.385145721764351	55.5361094588904	59.7989480827961	64.0617867067017	57.066244388812	60.9012219959267	64.7361996030414	-0.0430534730898516	-0.00694236688974679	0.029168739310358	0.593750438247651	711285	0.694928704258234	FALSE	nigoni
T2	22	-3.24412846832711e-05	0.617691862574237	1	11784	0.938218437175161	1.19376275004879	0.78593375202637	0.431922102308873	0.0922560965369587	0.582117407533084	1.07197871852921	0.187796827582238	0.653258655804481	1.11872048402672	-0.0399131420116665	-0.00380211196138502	0.0323089180888964	0.00607703408681878	7280	0.694928704258234	FALSE	nigoni
m44	459	-3.47457199456613e-05	0.590535917564918	1	11784	-2.51441467276084	3.27200337995192	-0.768463348224837	0.44222735725524	5.3969517675216	6.81676280963692	8.23657385175224	6.25425098950541	7.44348268839104	8.63271438727667	-0.0483318349951101	-0.012220500520356	0.0238908339543981	0.070148840588711	84035	0.694928704258234	FALSE	nigoni
X	1	-4.30055018327824e-05	0.493201956005234	1	11784	-0.106898182107717	0.152215165627847	-0.702283387248504	0.482516322604263	0	0	0	-0.0422157146721567	0.0439579090291921	0.130131532730541	-0.0545373147559071	-0.0184255511078385	0.0176862125402301	0.000216202174242591	259	0.707690606486252	FALSE	nigoni
Mirage	49	-5.08506742840087e-05	0.400755275561676	1	11784	1.63019079071872	2.57512794218939	0.633052348200113	0.526711743297093	0.799320989901907	1.839328130302	2.8793352707021	0.791952092255909	1.8133061778683	2.83466026348068	-0.0354662863739118	0.000644711988078218	0.0367557103500682	0.0179681536701613	21525	0.724228647033503	FALSE	nigoni
Tc4	2641	-6.04011370308744e-05	0.288215592679257	1	11784	7.84086550257413	14.605124650824	0.536857143641822	0.591376431473058	58.5917914536186	64.4711571089243	70.35052276423	59.8993993539004	65.7114731839783	71.5235470140562	-0.0415292686219844	-0.0054182049413762	0.030692858739232	0.640396683408562	767165	0.765310676023957	FALSE	nigoni
Mariner	2148	-6.77394486481298e-05	0.201744671058342	1	11784	-10.429054319509	23.2190204210363	-0.449159961548609	0.653324528155346	99.8540925376907	108.922463522226	117.990834506761	108.513204666492	118.025458248473	127.537711830453	-0.0611275356488339	-0.0250151259593343	0.0110972837301653	1.11640041243695	1337395	0.798507756634312	FALSE	nigoni
Fot1	2	-7.1420891389451e-05	0.158364905305279	1	11784	0.285596822846094	0.717668523991521	0.397950883031158	0.690673600498579	-0.140942845124152	0.146759416355616	0.434461677835383	-0.14050172219073	0.146300067888663	0.433101857968055	-0.0360701610233722	4.08364042775514e-05	0.0361518338319273	0.00144162608076044	1727	0.799727326893091	FALSE	nigoni
Chapaev	5	-7.74015626752167e-05	0.0878931823660671	1	11784	-0.0416119416051285	0.140359038881092	-0.296467843730256	0.766878045409435	-0.017271608766659	0.0179843909060061	0.0532403905786713	-0.0207985511440874	0.0504073319755601	0.121613215095208	-0.0508500199392765	-0.0147385322570243	0.0213729554252279	0.000336407244091754	403	0.834601981640469	FALSE	nigoni
Pogo	6	-7.92261141189243e-05	0.0663942110696467	1	11784	-0.0110922685261455	0.0430482268101411	-0.257670741586328	0.796665527929538	-0.00211213765200573	0.00458092975907703	0.0112739971701598	-0.0066303050067542	0.0168024439918534	0.0402351929904609	-0.0542259056142036	-0.018114167644725	0.0179975703247536	0.000105179436118017	126	0.834601981640469	FALSE	nigoni
Pao	2168	-8.19099656490518e-05	0.0347701167719647	1	11784	-7.55749956835986	40.5298555997864	-0.186467468401237	0.852081397695305	68.8118881024995	84.447234475738	100.082580848977	71.8335617656054	88.622539035981	105.411516306357	-0.042683840915174	-0.00657274598949534	0.0295383489361833	0.851365763325567	1019896	0.852081397695305	FALSE	nigoni
Tc1	13022	0.0343788283537645	445.607907415579	1	12487	382.447879383506	18.1173974902041	21.1094269798017	3.22171980291067e-97	162.731510330382	171.543227665706	180.35494500103	50.7616352943417	55.9718084254365	61.1819815565313	0.360613434773251	0.396035383469886	0.431457332166522	1.12675197005214	1420891	8.69864346785881e-96	TRUE	remanei
CR1	25172	0.0336738484712572	436.172968302465	1	12487	877.278340014498	42.0056813332364	20.8847544467839	3.10067099292854e-95	407.041902491702	426.612552033301	446.1832015749	165.871381637677	179.406695498959	192.942009360241	0.329073307414431	0.364443051482819	0.399812795551208	3.00119492450413	3784658	4.18590584045353e-94	TRUE	remanei
Tc4	4874	0.0303944204491424	392.463839084666	1	12487	244.486748601339	12.3411463083186	19.8107001159643	5.01253509520572e-86	92.6773977311011	98.7505603586295	104.823722986158	29.7273860786673	33.2083934006087	36.6894007225501	0.293131524496216	0.328446991864122	0.363762459232027	0.653515524098252	824116	4.51128158568515e-85	TRUE	remanei
Tag1	649	0.0128716490181705	163.837135392815	1	12487	35.3737905096228	2.763601543316	12.7998881007927	2.81537196657054e-37	8.39154056601986	9.94732628882485	11.5031120116298	0.204387250200749	0.376101233381387	0.547815216562025	0.179298711890798	0.214479164336599	0.249659616782401	0.0511311847826413	64479	1.90037607743511e-36	TRUE	remanei
MuDR	7580	0.0122205085025233	155.497751262436	1	12487	205.433394111022	16.4743764276586	12.4698737468523	1.7725985603748e-35	105.077561919073	113.836375280179	122.595188641286	48.8692255615003	52.0507768700945	55.2323281786888	0.197368869511807	0.23256699539757	0.267765121283334	0.821517535247085	1035975	9.57203222602392e-35	TRUE	remanei
